Id,No,Major,Course,Score,Credit
5928,352,2,13,87.0,2.0
5929,270,1,5,72.0,3.0
5930,89,0,119,61.0,3.0
5931,27,0,9,67.0,4.5
5932,464,2,19,61.0,3.0
5933,93,0,5,68.0,3.0
5934,467,2,109,80.0,3.0
5935,454,2,57,80.0,3.0
5936,147,0,28,84.0,1.0
5937,299,1,59,84.0,1.0
5938,281,1,109,77.0,3.0
5939,203,0,30,67.0,1.0
5940,281,1,6,81.0,4.0
5941,145,0,12,93.0,1.0
5942,480,2,29,92.0,3.0
5943,72,0,43,67.0,3.0
5944,136,0,10,67.0,2.0
5945,370,2,59,85.0,1.0
5946,77,0,57,65.0,3.0
5947,283,1,146,80.0,3.0
5948,103,0,56,84.0,3.5
5949,226,0,7,84.0,6.0
5950,339,1,146,77.0,3.0
5951,94,0,35,73.0,4.0
5952,219,0,50,80.0,4.0
5953,48,0,49,85.0,1.0
5954,323,1,157,88.0,1.0
5955,435,2,36,85.0,4.0
5956,18,0,38,83.2,2.0
5957,442,2,39,83.0,1.0
5958,92,0,45,66.0,3.0
5959,115,0,40,81.0,1.0
5960,49,0,51,67.0,2.0
5961,286,1,105,85.0,3.0
5962,362,2,58,76.0,2.0
5963,242,0,6,76.0,4.0
5964,163,0,35,74.0,4.0
5965,480,2,40,86.0,1.0
5966,283,1,173,95.0,1.0
5967,399,2,22,85.0,2.0
5968,22,0,17,77.0,4.0
5969,460,2,28,60.0,1.0
5970,188,0,30,76.0,1.0
5971,327,1,58,32.0,2.0
5972,249,0,53,71.0,3.0
5973,439,2,109,86.0,3.0
5974,110,0,13,83.0,2.0
5975,327,1,29,62.0,3.0
5976,53,0,17,58.0,4.0
5977,273,1,52,90.0,1.0
5978,200,0,36,75.0,4.0
5979,24,0,24,90.0,1.0
5980,171,0,1,60.0,4.0
5981,484,2,8,79.0,6.0
5982,34,0,27,69.0,2.0
5983,69,0,118,65.0,3.0
5984,337,1,43,72.0,3.0
5985,262,1,46,95.0,2.0
5986,303,1,182,86.0,2.0
5987,276,1,55,75.0,2.0
5988,328,1,17,80.0,4.0
5989,103,0,48,89.0,6.0
5990,354,2,190,72.0,3.0
5991,171,0,105,85.0,3.0
5992,486,2,50,87.0,4.0
5993,192,0,49,75.0,1.0
5994,452,2,187,88.0,0.5
5995,97,0,52,82.0,1.0
5996,130,0,20,35.0,4.0
5997,231,0,28,70.0,1.0
5998,299,1,19,81.0,3.0
5999,31,0,53,55.0,3.0
6000,19,0,49,88.0,1.0
6001,6,0,40,80.0,1.0
6002,12,0,119,68.0,3.0
6003,247,0,24,78.0,1.0
6004,18,0,0,95.0,3.0
6005,319,1,162,78.0,3.0
6006,190,0,7,88.0,6.0
6007,330,1,16,75.0,4.5
6008,61,0,4,84.0,2.0
6009,376,2,48,88.0,6.0
6010,490,2,6,73.0,4.0
6011,265,1,9,78.0,4.5
6012,127,0,117,72.0,3.5
6013,468,2,51,76.0,2.0
6014,201,0,37,64.0,2.0
6015,142,0,30,87.0,1.0
6016,195,0,49,80.0,1.0
6017,191,0,26,80.0,1.0
6018,423,2,40,83.0,1.0
6019,276,1,170,78.0,2.0
6020,63,0,111,65.0,2.5
6021,367,2,188,91.0,3.0
6022,97,0,24,92.0,1.0
6023,32,0,114,52.0,3.0
6024,178,0,25,83.0,3.0
6025,446,2,57,74.0,3.0
6026,362,2,13,80.0,2.0
6027,27,0,39,88.0,1.0
6028,67,0,12,89.0,1.0
6029,346,2,25,79.0,3.0
6030,9,0,22,89.0,2.0
6031,115,0,28,69.0,1.0
6032,26,0,10,65.0,2.0
6033,405,2,40,90.0,1.0
6034,157,0,10,68.0,2.0
6035,78,0,105,82.0,3.0
6036,133,0,52,65.0,1.0
6037,323,1,13,75.0,2.0
6038,162,0,52,84.0,1.0
6039,27,0,37,66.0,2.0
6040,117,0,12,87.0,1.0
6041,365,2,12,85.0,1.0
6042,183,0,37,84.0,2.0
6043,207,0,17,66.0,4.0
6044,272,1,146,74.0,3.0
6045,89,0,19,84.0,3.0
6046,237,0,9,73.0,4.5
6047,4,0,43,76.0,3.0
6048,99,0,24,95.0,1.0
6049,450,2,3,79.0,2.0
6050,320,1,2,92.0,1.0
6051,424,2,28,87.0,1.0
6052,80,0,29,61.0,3.0
6053,119,0,5,78.0,3.0
6054,287,1,175,88.0,1.0
6055,364,2,20,77.0,4.0
6056,48,0,109,75.0,3
6057,320,1,161,81.0,2.0
6058,115,0,2,95.0,1.0
6059,17,0,19,79.0,3.0
6060,354,2,188,86.0,3.0
6061,323,1,17,77.0,4.0
6062,446,2,59,85.0,1.0
6063,92,0,105,87.0,3.0
6064,227,0,10,67.0,2.0
6065,362,2,5,75.0,3.0
6066,329,1,166,92.0,1.0
6067,125,0,58,80.0,2.0
6068,237,0,58,80.0,2.0
6069,120,0,45,70.0,3.0
6070,272,1,16,79.0,4.5
6071,306,1,43,80.0,3.0
6072,433,2,32,90.0,8.0
6073,375,2,29,90.0,3.0
6074,214,0,8,79.0,6.0
6075,17,0,28,76.0,1.0
6076,215,0,22,61.0,2.0
6077,301,1,182,83.0,2.0
6078,290,1,42,80.0,1.0
6079,121,0,26,80.0,1.0
6080,441,2,194,78.0,2.0
6081,147,0,41,76.0,1.0
6082,353,2,51,82.0,2.0
6083,308,1,157,83.0,1.0
6084,153,0,0,69.0,3.0
6085,351,2,2,81.0,1.0
6086,423,2,16,83.0,4.5
6087,292,1,105,86.0,3.0
6088,157,0,35,75.0,4.0
6089,223,0,109,85.0,3.0
6090,449,2,21,28.0,1.0
6091,408,2,8,53.0,6.0
6092,394,2,26,76.0,1.0
6093,385,2,109,82.0,3.0
6094,433,2,36,83.0,4.0
6095,165,0,43,80.0,3.0
6096,197,0,53,66.0,3.0
6097,243,0,14,71.0,3.0
6098,240,0,49,77.0,1.0
6099,125,0,57,60.0,3.0
6100,367,2,73,83.0,0.5
6101,281,1,59,91.0,1.0
6102,343,1,21,69.0,1.0
6103,184,0,3,74.0,2.0
6104,55,0,8,79.0,6.0
6105,463,2,45,33.0,3.0
6106,289,1,17,70.0,4.0
6107,288,1,52,80.0,1.0
6108,381,2,190,83.0,3.0
6109,462,2,13,80.0,2.0
6110,434,2,9,75.0,4.5
6111,106,0,9,75.0,4.5
6112,201,0,35,79.0,4.0
6113,67,0,59,87.0,1
6114,27,0,8,71.0,6.0
6115,486,2,191,80.0,3.0
6116,274,1,40,89.0,1.0
6117,395,2,30,78.0,1.0
6118,126,0,21,28.0,1.0
6119,320,1,19,75.0,3.0
6120,258,1,8,84.0,6.0
6121,370,2,30,60.0,1.0
6122,399,2,17,76.0,4.0
6123,353,2,12,79.0,1.0
6124,384,2,10,83.0,2.0
6125,16,0,16,81.0,4.5
6126,483,2,13,75.0,2.0
6127,165,0,50,71.0,4.0
6128,366,2,28,78.0,1.0
6129,303,1,0,97.0,3.0
6130,341,1,13,77.0,2.0
6131,136,0,130,82.0,2.5
6132,47,0,49,90.0,1.0
6133,125,0,23,70.0,2.0
6134,220,0,26,85.0,1.0
6135,1,0,56,83.0,3.5
6136,95,0,15,79.0,3.5
6137,192,0,57,42.0,3.0
6138,480,2,59,90.0,1.0
6139,252,0,15,79.0,3.5
6140,460,2,105,70.0,3.0
6141,186,0,3,74.0,2.0
6142,290,1,45,80.0,3.0
6143,256,1,30,73.0,1.0
6144,55,0,109,74.0,3
6145,300,1,166,92.0,1.0
6146,92,0,53,73.0,3.0
6147,304,1,0,93.0,3.0
6148,445,2,25,80.0,3.0
6149,13,0,11,90.0,1.0
6150,483,2,189,93.0,3.0
6151,285,1,6,67.0,4.0
6152,383,2,19,89.0,3.0
6153,264,1,40,91.0,1.0
6154,84,0,110,60.0,3.5
6155,230,0,109,72.0,3.0
6156,126,0,8,60.0,6.0
6157,145,0,51,63.0,2.0
6158,294,1,56,64.0,3.5
6159,110,0,20,31.0,4.0
6160,298,1,105,91.0,3.0
6161,255,1,52,83.0,1.0
6162,330,1,13,82.0,2.0
6163,125,0,39,82.0,1.0
6164,188,0,37,73.0,2.0
6165,8,0,17,72.0,4.0
6166,278,1,37,72.0,2.0
6167,327,1,2,86.0,1.0
6168,31,0,32,92.0,8.0
6169,62,0,48,90.0,6.0
6170,148,0,130,84.0,2.5
6171,318,1,182,88.0,2.0
6172,389,2,19,87.0,3.0
6173,99,0,50,82.0,4.0
6174,306,1,25,89.0,3.0
6175,206,0,5,79.0,3.0
6176,63,0,22,75.0,2.0
6177,11,0,121,69.0,2.0
6178,337,1,54,90.0,2.0
6179,46,0,28,66.0,1.0
6180,422,2,190,83.0,3.0
6181,353,2,191,85.0,3.0
6182,78,0,17,64.0,4.0
6183,78,0,117,64.0,3.5
6184,224,0,46,88.0,2.0
6185,244,0,8,62.0,6.0
6186,488,2,19,70.0,3.0
6187,144,0,51,77.0,2.0
6188,10,0,10,87.0,2.0
6189,423,2,50,68.0,4.0
6190,420,2,43,79.0,3.0
6191,342,1,168,87.0,2.0
6192,406,2,57,78.0,3.0
6193,262,1,109,82.0,3.0
6194,53,0,32,95.0,8.0
6195,93,0,29,65.0,3.0
6196,150,0,16,63.0,4.5
6197,150,0,30,60.0,1.0
6198,107,0,12,80.0,1.0
6199,3,0,57,65.0,3.0
6200,251,0,32,91.0,8.0
6201,264,1,49,88.0,1.0
6202,408,2,1,78.0,4.0
6203,169,0,132,83.0,2.5
6204,224,0,52,72.0,1.0
6205,97,0,1,75.0,4.0
6206,309,1,31,95.0,1.0
6207,262,1,36,87.0,4.0
6208,132,0,7,85.0,6.0
6209,42,0,49,70.0,1.0
6210,489,2,2,88.0,1.0
6211,174,0,28,90.0,1.0
6212,282,1,157,86.0,1.0
6213,316,1,42,70.0,1.0
6214,436,2,187,77.0,0.5
6215,205,0,18,66.0,2.5
6216,370,2,17,64.0,4.0
6217,194,0,109,72.0,3.0
6218,56,0,53,74.0,3.0
6219,369,2,28,92.0,1.0
6220,140,0,57,26.0,3.0
6221,117,0,11,91.0,1.0
6222,478,2,52,80.0,1.0
6223,427,2,36,75.0,4.0
6224,25,0,119,60.0,3.0
6225,359,2,190,85.0,3.0
6226,314,1,157,90.0,1.0
6227,247,0,10,76.0,2.0
6228,107,0,105,74.0,3.0
6229,278,1,51,90.0,2.0
6230,439,2,5,78.0,3.0
6231,273,1,25,96.0,3
6232,241,0,52,60.0,1.0
6233,106,0,132,91.0,2.5
6234,450,2,6,77.0,4.0
6235,295,1,43,54.0,3.0
6236,109,0,31,90.0,1.0
6237,370,2,190,84.0,3.0
6238,356,2,28,93.0,1.0
6239,250,0,45,69.0,3.0
6240,101,0,46,93.0,2.0
6241,103,0,127,82.0,3.0
6242,477,2,26,85.0,1.0
6243,196,0,46,85.0,2.0
6244,64,0,13,72.0,2.0
6245,467,2,48,78.0,6.0
6246,154,0,3,62.0,2.0
6247,131,0,28,60.0,1.0
6248,286,1,45,67.0,3.0
6249,356,2,59,90.0,1.0
6250,339,1,3,85.0,2.0
6251,81,0,28,92.0,1.0
6252,371,2,1,83.0,4.0
6253,405,2,26,84.0,1.0
6254,341,1,165,72.0,3.0
6255,232,0,40,85.0,1.0
6256,131,0,19,33.0,3.0
6257,11,0,115,92.0,1.0
6258,166,0,11,86.0,1.0
6259,335,1,36,76.0,4.0
6260,86,0,28,86.0,1.0
6261,229,0,50,67.0,4.0
6262,139,0,2,90.0,1.0
6263,308,1,6,69.0,4.0
6264,281,1,166,80.0,1.0
6265,9,0,26,88.0,1.0
6266,318,1,58,82.0,2.0
6267,164,0,21,81.0,1.0
6268,398,2,16,80.0,4.5
6269,425,2,43,68.0,3.0
6270,251,0,5,77.0,3.0
6271,106,0,134,85.0,2.5
6272,207,0,132,88.0,2.5
6273,355,2,59,92.0,1.0
6274,31,0,111,76.0,2.5
6275,361,2,43,66.0,3.0
6276,280,1,5,90.0,3.0
6277,229,0,58,67.0,2.0
6278,143,0,47,88.0,3.0
6279,349,2,36,79.0,4.0
6280,85,0,31,95.0,1.0
6281,50,0,12,93.0,1.0
6282,400,2,30,90.0,1.0
6283,402,2,54,77.0,2.0
6284,116,0,133,81.0,2.5
6285,189,0,30,95.0,1.0
6286,341,1,166,74.0,1.0
6287,243,0,10,29.0,2.0
6288,247,0,14,73.0,3.0
6289,71,0,36,85.0,4.0
6290,133,0,28,86.0,1.0
6291,398,2,26,76.0,1.0
6292,201,0,49,87.0,1.0
6293,269,1,43,71.0,3.0
6294,464,2,59,85.0,1.0
6295,309,1,161,63.0,2.0
6296,477,2,192,81.0,2.0
6297,488,2,23,78.0,2.0
6298,384,2,42,69.0,1.0
6299,12,0,109,72.0,3
6300,195,0,13,72.0,2.0
6301,354,2,54,85.0,2.0
6302,389,2,1,89.0,4.0
6303,31,0,45,62.0,3.0
6304,437,2,16,85.0,4.5
6305,94,0,21,82.0,1.0
6306,415,2,10,70.0,2.0
6307,20,0,23,77.0,2.0
6308,385,2,16,89.0,4.5
6309,368,2,51,91.0,2.0
6310,130,0,35,96.0,4.0
6311,28,0,21,80.0,1.0
6312,313,1,6,82.0,4.0
6313,228,0,133,93.0,2.5
6314,345,2,48,65.0,6.0
6315,156,0,51,80.0,2.0
6316,130,0,135,85.0,1.0
6317,412,2,36,81.0,4.0
6318,303,1,43,88.0,3.0
6319,392,2,6,72.0,4.0
6320,2,0,64,89.0,1.0
6321,44,0,8,73.0,6.0
6322,414,2,114,87.0,3.0
6323,245,0,49,87.0,1.0
6324,473,2,35,82.0,4.0
6325,462,2,29,80.0,3.0
6326,457,2,29,77.0,3.0
6327,176,0,51,67.0,2.0
6328,126,0,57,68.0,3.0
6329,34,0,29,81.0,3.0
6330,123,0,2,82.0,1.0
6331,284,1,157,81.0,1.0
6332,233,0,114,80.0,3
6333,150,0,7,84.0,6.0
6334,111,0,2,86.0,1.0
6335,424,2,105,75.0,3.0
6336,396,2,52,91.0,1.0
6337,116,0,137,73.0,2.5
6338,130,0,29,93.0,3.0
6339,455,2,2,80.0,1.0
6340,311,1,22,81.0,2.0
6341,120,0,2,82.0,1.0
6342,440,2,8,83.0,6.0
6343,113,0,128,73.0,2.5
6344,258,1,13,65.0,2.0
6345,237,0,35,66.0,4.0
6346,140,0,26,70.0,1.0
6347,135,0,9,79.0,4.5
6348,156,0,137,85.0,2.5
6349,353,2,37,85.0,2.0
6350,468,2,201,68.0,2.0
6351,280,1,35,83.0,4.0
6352,356,2,190,81.0,3.0
6353,296,1,166,90.0,1.0
6354,58,0,55,78.0,2.0
6355,197,0,19,70.0,3.0
6356,142,0,20,72.0,4.0
6357,456,2,190,87.0,3.0
6358,41,0,57,91.0,3.0
6359,290,1,19,64.0,3.0
6360,184,0,133,69.0,2.5
6361,450,2,200,82.0,3.0
6362,2,0,108,76.0,2.0
6363,458,2,45,36.0,3.0
6364,51,0,35,73.0,4.0
6365,476,2,73,82.0,0.5
6366,85,0,5,91.0,3.0
6367,107,0,57,47.0,3.0
6368,122,0,132,80.0,2.5
6369,287,1,0,83.0,3.0
6370,81,0,0,69.0,3.0
6371,56,0,3,70.0,2.0
6372,448,2,24,100.0,1.0
6373,268,1,127,88.0,3.0
6374,11,0,41,73.0,1.0
6375,234,0,26,85.0,1.0
6376,120,0,54,90.0,2.0
6377,19,0,26,80.0,1.0
6378,136,0,22,81.0,2.0
6379,470,2,36,80.0,4.0
6380,7,0,20,66.0,4.0
6381,329,1,146,63.0,3.0
6382,214,0,44,84.0,2.5
6383,53,0,20,30.0,4.0
6384,483,2,6,72.0,4.0
6385,284,1,31,95.0,1.0
6386,355,2,26,72.0,1.0
6387,208,0,55,79.0,2.0
6388,174,0,54,90.0,2.0
6389,394,2,5,82.0,3.0
6390,92,0,9,80.0,4.5
6391,37,0,37,71.0,2.0
6392,63,0,1,70.0,4.0
6393,290,1,164,84.0,2.0
6394,11,0,8,49.0,6.0
6395,134,0,43,89.0,3.0
6396,40,0,21,84.0,1.0
6397,280,1,16,84.0,4.5
6398,173,0,46,80.0,2.0
6399,368,2,15,76.0,3.5
6400,409,2,58,63.0,2.0
6401,330,1,165,93.0,3.0
6402,432,2,188,76.0,3.0
6403,417,2,55,79.0,2.0
6404,378,2,40,90.0,1.0
6405,490,2,190,85.0,3.0
6406,133,0,130,82.0,2.5
6407,276,1,168,84.0,2.0
6408,208,0,115,88.0,1.0
6409,389,2,13,84.0,2.0
6410,200,0,57,51.0,3.0
6411,177,0,105,95.0,3.0
6412,206,0,105,90.0,3.0
6413,316,1,180,80.0,2.0
6414,341,1,59,82.0,1.0
6415,335,1,20,24.0,4.0
6416,14,0,51,68.0,2.0
6417,139,0,105,91.0,3.0
6418,454,2,195,70.0,2.0
6419,430,2,57,71.0,3.0
6420,297,1,1,80.0,4.0
6421,183,0,17,74.0,4.0
6422,132,0,1,73.0,4.0
6423,283,1,153,84.0,3.0
6424,328,1,11,86.0,1.0
6425,204,0,1,69.0,4.0
6426,423,2,30,92.0,1.0
6427,121,0,2,98.0,1.0
6428,248,0,47,76.0,3.0
6429,279,1,0,77.0,3.0
6430,138,0,54,80.0,2.0
6431,17,0,18,68.0,2.5
6432,447,2,2,83.0,1.0
6433,134,0,7,86.0,6.0
6434,489,2,187,80.0,0.5
6435,163,0,6,60.0,4.0
6436,355,2,35,76.0,4.0
6437,280,1,30,80.0,1.0
6438,342,1,183,86.0,2.0
6439,283,1,31,95.0,1.0
6440,32,0,45,70.0,3.0
6441,476,2,45,37.0,3.0
6442,385,2,24,95.0,1.0
6443,356,2,114,76.0,3.0
6444,324,1,43,90.0,3.0
6445,10,0,40,76.0,1.0
6446,444,2,12,86.0,1.0
6447,94,0,46,88.0,2.0
6448,185,0,28,72.0,1.0
6449,149,0,54,90.0,2.0
6450,51,0,28,80.0,1.0
6451,175,0,21,88.0,1.0
6452,266,1,40,84.0,1.0
6453,454,2,190,87.0,3.0
6454,319,1,12,86.0,1.0
6455,413,2,105,85.0,3.0
6456,58,0,113,88.0,2.5
6457,113,0,129,84.0,2.5
6458,423,2,59,85.0,1.0
6459,461,2,77,83.0,4.0
6460,91,0,48,85.0,6.0
6461,277,1,26,68.0,1.0
6462,464,2,11,89.0,1.0
6463,65,0,19,70.0,3.0
6464,93,0,40,83.0,1.0
6465,158,0,5,65.0,3.0
6466,77,0,20,43.0,4.0
6467,301,1,59,84.0,1.0
6468,308,1,19,67.0,3.0
6469,39,0,43,73.0,3.0
6470,98,0,57,86.0,3.0
6471,426,2,5,80.0,3.0
6472,278,1,124,88.0,0.5
6473,452,2,24,99.0,1.0
6474,391,2,48,85.0,6.0
6475,45,0,52,81.0,1.0
6476,189,0,8,92.0,6.0
6477,321,1,52,75.0,1.0
6478,210,0,15,72.0,3.5
6479,15,0,22,82.0,2.0
6480,298,1,169,84.0,0.5
6481,188,0,35,96.0,4.0
6482,387,2,109,85.0,3.0
6483,125,0,105,70.0,3.0
6484,37,0,6,66.0,4.0
6485,121,0,25,93.0,3.0
6486,167,0,25,73.0,3.0
6487,6,0,121,89.0,2.0
6488,61,0,13,85.0,2.0
6489,247,0,8,69.0,6.0
6490,223,0,134,92.0,2.5
6491,196,0,36,83.0,4.0
6492,221,0,57,71.0,3.0
6493,1,0,24,99.0,1.0
6494,108,0,43,55.0,3.0
6495,445,2,194,91.0,2.0
6496,476,2,31,95.0,1.0
6497,213,0,122,66.0,2.5
6498,175,0,36,86.0,4.0
6499,409,2,2,90.0,1.0
6500,209,0,8,65.0,6.0
6501,79,0,49,85.0,1.0
6502,413,2,35,81.0,4.0
6503,67,0,50,68.0,4.0
6504,118,0,12,81.0,1.0
6505,430,2,1,78.0,4.0
6506,483,2,40,86.0,1.0
6507,463,2,59,84.0,1.0
6508,394,2,12,84.0,1.0
6509,356,2,6,72.0,4.0
6510,379,2,109,82.0,3.0
6511,312,1,162,84.0,3.0
6512,386,2,1,75.0,4.0
6513,417,2,42,69.0,1.0
6514,119,0,48,62.0,6.0
6515,205,0,45,61.0,3.0
6516,474,2,3,82.0,2.0
6517,391,2,43,62.0,3.0
6518,205,0,48,78.0,6.0
6519,5,0,21,80.0,1.0
6520,421,2,36,78.0,4.0
6521,422,2,113,76.0,2.5
6522,214,0,9,89.0,4.5
6523,157,0,54,85.0,2.0
6524,386,2,8,72.0,6.0
6525,26,0,46,95.0,2.0
6526,398,2,21,80.0,1.0
6527,58,0,15,76.0,3.5
6528,95,0,0,80.0,3.0
6529,141,0,19,84.0,3.0
6530,61,0,58,84.2,2.0
6531,262,1,56,77.0,3.5
6532,271,1,17,66.0,4.0
6533,91,0,29,74.0,3.0
6534,304,1,59,87.0,1.0
6535,481,2,46,90.0,2.0
6536,151,0,5,83.0,3.0
6537,328,1,42,93.0,1.0
6538,35,0,50,68.0,4.0
6539,226,0,56,73.0,3.5
6540,363,2,6,72.0,4.0
6541,144,0,40,85.0,1.0
6542,70,0,41,85.0,1.0
6543,422,2,24,92.0,1.0
6544,198,0,14,61.0,3.0
6545,372,2,19,92.0,3.0
6546,161,0,56,78.0,3.5
6547,83,0,57,90.0,3.0
6548,268,1,52,65.0,1.0
6549,71,0,53,70.0,3.0
6550,189,0,29,90.0,3.0
6551,154,0,19,52.0,3.0
6552,455,2,59,86.0,1.0
6553,178,0,13,71.0,2.0
6554,268,1,35,80.0,4.0
6555,437,2,200,79.0,3.0
6556,156,0,56,73.0,3.5
6557,76,0,30,88.0,1.0
6558,455,2,58,70.0,2.0
6559,11,0,55,80.0,2.0
6560,37,0,39,75.0,1.0
6561,274,1,11,82.0,1.0
6562,9,0,29,65.0,3.0
6563,279,1,36,85.0,4.0
6564,344,2,17,65.0,4.0
6565,276,1,166,90.0,1.0
6566,150,0,2,96.0,1.0
6567,63,0,119,38.0,3.0
6568,169,0,26,90.0,1.0
6569,457,2,2,89.0,1.0
6570,186,0,5,74.0,3.0
6571,242,0,20,26.0,4.0
6572,166,0,9,76.0,4.5
6573,173,0,49,86.0,1.0
6574,191,0,12,88.0,1.0
6575,397,2,32,83.0,8.0
6576,47,0,24,95.0,1.0
6577,444,2,55,72.0,2.0
6578,230,0,110,75.0,3.5
6579,83,0,50,86.0,4.0
6580,451,2,50,88.0,4.0
6581,159,0,5,93.0,3.0
6582,18,0,15,90.0,3.5
6583,228,0,15,60.0,3.5
6584,99,0,54,85.0,2.0
6585,212,0,58,76.0,2.0
6586,335,1,172,71.0,2.0
6587,474,2,28,70.0,1.0
6588,418,2,16,70.0,4.5
6589,465,2,32,94.0,8.0
6590,266,1,164,81.0,2.0
6591,396,2,37,80.0,2.0
6592,94,0,16,77.0,4.5
6593,111,0,7,80.0,6.0
6594,335,1,8,52.0,6.0
6595,484,2,24,94.0,1.0
6596,217,0,27,97.0,2.0
6597,157,0,25,89.0,3.0
6598,252,0,22,80.0,2.0
6599,29,0,45,69.0,3.0
6600,107,0,17,70.0,4.0
6601,320,1,157,86.0,1.0
6602,29,0,42,85.0,1.0
6603,281,1,20,67.0,4.0
6604,163,0,19,86.0,3.0
6605,152,0,119,71.0,3.0
6606,198,0,28,74.0,1.0
6607,241,0,21,81.0,1.0
6608,488,2,30,80.0,1.0
6609,198,0,18,80.0,2.5
6610,373,2,39,80.0,1.0
6611,227,0,57,66.0,3.0
6612,180,0,46,90.0,2.0
6613,459,2,55,78.0,2.0
6614,57,0,58,75.6,2.0
6615,345,2,54,81.0,2.0
6616,369,2,188,88.0,3.0
6617,91,0,115,75.0,1.0
6618,466,2,30,45.0,1.0
6619,136,0,40,94.0,1.0
6620,206,0,42,80.0,1.0
6621,377,2,12,82.0,1.0
6622,490,2,189,95.0,3.0
6623,109,0,129,77.0,2.5
6624,280,1,1,86.0,4.0
6625,83,0,31,95.0,1.0
6626,334,1,46,83.0,2.0
6627,366,2,9,76.0,4.5
6628,47,0,56,81.0,3.5
6629,201,0,114,76.0,3
6630,471,2,11,76.0,1.0
6631,288,1,168,71.0,2.0
6632,405,2,59,80.0,1.0
6633,400,2,22,83.0,2.0
6634,93,0,53,64.0,3.0
6635,389,2,42,80.0,1.0
6636,81,0,51,63.0,2.0
6637,189,0,35,90.0,4.0
6638,317,1,22,79.0,2.0
6639,171,0,17,61.0,4.0
6640,211,0,116,88.0,2.0
6641,368,2,187,86.0,0.5
6642,436,2,42,82.0,1.0
6643,19,0,32,88.0,8.0
6644,133,0,30,46.0,1.0
6645,252,0,6,79.0,4.0
6646,479,2,8,78.0,6.0
6647,74,0,53,76.0,3.0
6648,128,0,49,94.0,1.0
6649,272,1,9,73.0,4.5
6650,194,0,42,43.0,1.0
6651,262,1,45,87.0,3.0
6652,426,2,50,86.0,4.0
6653,44,0,23,89.0,2.0
6654,86,0,32,86.0,8.0
6655,453,2,42,86.0,1.0
6656,178,0,40,94.0,1.0
6657,150,0,49,96.0,1.0
6658,148,0,57,67.0,3.0
6659,28,0,29,69.0,3.0
6660,79,0,45,64.0,3.0
6661,136,0,54,85.0,2.0
6662,378,2,58,68.0,2.0
6663,39,0,59,87.0,1
6664,345,2,50,73.0,4.0
6665,358,2,25,99.0,3.0
6666,292,1,22,85.0,2.0
6667,107,0,26,80.0,1.0
6668,314,1,58,77.0,2.0
6669,59,0,48,93.0,6.0
6670,134,0,45,67.0,3.0
6671,322,1,162,85.0,3.0
6672,153,0,36,77.0,4.0
6673,382,2,52,87.0,1.0
6674,383,2,105,78.0,3.0
6675,206,0,10,51.0,2.0
6676,264,1,21,82.0,1.0
6677,99,0,136,86.0,1.0
6678,86,0,55,66.0,2.0
6679,238,0,53,82.0,3.0
6680,16,0,111,85.0,2.5
6681,155,0,131,86.0,2.5
6682,12,0,105,81.0,3.0
6683,403,2,109,86.0,3.0
6684,264,1,22,90.0,2.0
6685,176,0,21,64.0,1.0
6686,235,0,45,89.0,3.0
6687,118,0,49,85.0,1.0
6688,241,0,45,64.0,3.0
6689,75,0,0,76.0,3.0
6690,300,1,127,61.0,3.0
6691,252,0,20,76.0,4.0
6692,86,0,36,80.0,4.0
6693,323,1,54,90.0,2.0
6694,172,0,55,79.0,2.0
6695,128,0,9,73.0,4.5
6696,487,2,28,90.0,1.0
6697,454,2,6,81.0,4.0
6698,129,0,134,84.0,2.5
6699,83,0,54,85.0,2.0
6700,461,2,5,93.0,3.0
6701,114,0,117,80.0,3.5
6702,446,2,9,70.0,4.5
6703,187,0,16,76.0,4.5
6704,141,0,135,82.0,1.0
6705,78,0,1,79.0,4.0
6706,277,1,24,100.0,1.0
6707,51,0,40,82.0,1.0
6708,165,0,123,72.0,2.5
6709,376,2,189,97.0,3.0
6710,228,0,11,93.0,1.0
6711,204,0,51,80.0,2.0
6712,177,0,11,0.0,1.0
6713,418,2,73,82.0,0.5
6714,80,0,49,81.0,1.0
6715,330,1,26,80.0,1.0
6716,154,0,121,78.0,2.0
6717,431,2,59,92.0,1.0
6718,292,1,173,94.0,1.0
6719,348,2,51,82.0,2.0
6720,214,0,36,80.0,4.0
6721,361,2,190,85.0,3.0
6722,292,1,170,94.0,2.0
6723,192,0,136,65.0,1.0
6724,436,2,26,80.0,1.0
6725,488,2,192,77.0,2.0
6726,111,0,42,81.0,1.0
6727,20,0,32,84.0,8.0
6728,268,1,42,73.0,1.0
6729,223,0,35,95.0,4.0
6730,314,1,161,82.0,2.0
6731,106,0,42,76.0,1.0
6732,2,0,86,41.0,1.0
6733,250,0,13,72.0,2.0
6734,233,0,43,86.0,3.0
6735,271,1,169,83.0,0.5
6736,385,2,28,87.0,1.0
6737,102,0,17,63.0,4.0
6738,386,2,23,89.0,2.0
6739,119,0,0,91.0,3.0
6740,206,0,19,75.0,3.0
6741,10,0,29,92.0,3.0
6742,367,2,17,72.0,4.0
6743,409,2,189,96.0,3.0
6744,250,0,3,63.0,2.0
6745,421,2,16,84.0,4.5
6746,274,1,20,41.0,4.0
6747,181,0,45,89.0,3.0
6748,357,2,190,90.0,3.0
6749,356,2,187,87.0,0.5
6750,192,0,31,90.0,1.0
